artist_name,track_name,track_id,artist_href,track_href,genre_name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
bryson tiller,don't,3pXF1nA74528Edde4of9CC,https://open.spotify.com/artist/2EMAnMvWE2eb56ToJVfCWs,https://open.spotify.com/track/3pXF1nA74528Edde4of9CC,Hip-Hop,0.765,0.356,11,-5.556,0,0.195,0.223,0.0,0.0963,0.189,96.991,198293
future,puffin on zootiez,1qMMYpVatbRITKCfq1gasi,https://open.spotify.com/artist/1RyvyyTE3xzB2ZywiAwp0i,https://open.spotify.com/track/1qMMYpVatbRITKCfq1gasi,Hip-Hop,0.883,0.657,8,-5.748,1,0.305,0.0603,0.0,0.128,0.284,124.992,172933
ice cube,it was a good day,2qOm7ukLyHUXWyR4ZWLwxA,https://open.spotify.com/artist/3Mcii5XWf6E0lrY3Uky4cA,https://open.spotify.com/track/2qOm7ukLyHUXWyR4ZWLwxA,Hip-Hop,0.798,0.744,7,-5.328,0,0.136,0.33,0.000106,0.292,0.794,82.356,260000
drake,fair trade (with travis scott),40iJIUlhi6renaREYGeIDS,https://open.spotify.com/artist/3TVXtAsR1Inumwj472S9r4,https://open.spotify.com/track/40iJIUlhi6renaREYGeIDS,Hip-Hop,0.666,0.465,1,-8.545,1,0.26,0.0503,0.0,0.215,0.292,167.937,291175
lil baby,drip too hard (lil baby & gunna),78QR3Wp35dqAhFEc2qAGjE,https://open.spotify.com/artist/5f7VJjfbwm532GiveGC0ZK,https://open.spotify.com/track/78QR3Wp35dqAhFEc2qAGjE,Hip-Hop,0.897,0.662,1,-6.903,0,0.292,0.0852,0.0,0.534,0.389,112.511,145543
lil baby,pure cocaine,577YBGuskWkVDCxZrLRB4v,https://open.spotify.com/artist/5f7VJjfbwm532GiveGC0ZK,https://open.spotify.com/track/577YBGuskWkVDCxZrLRB4v,Hip-Hop,0.964,0.487,10,-6.071,0,0.421,0.00127,6.57e-06,0.115,0.107,127.05,154024
offset,ric flair drip (with metro boomin),7sO5G9EABYOXQKNPNiE9NR,https://open.spotify.com/artist/4DdkRBBYG6Yk9Ka8tdJ9BW,https://open.spotify.com/track/7sO5G9EABYOXQKNPNiE9NR,Hip-Hop,0.88,0.428,9,-8.28,1,0.206,0.149,5.05e-05,0.114,0.333,100.007,172800
"tyler, the creator",earfquake,5hVghJ4KaYES3BFUATCYn0,https://open.spotify.com/artist/4V8LLVI7PbaPR0K2TGSxFF,https://open.spotify.com/track/5hVghJ4KaYES3BFUATCYn0,Hip-Hop,0.554,0.498,9,-8.866,1,0.0685,0.23,5.98e-06,0.795,0.413,79.635,190067
frank ocean,lost,3GZD6HmiNUhxXYf8Gch723,https://open.spotify.com/artist/2h93pZq0e7k5yf4dywlkpM,https://open.spotify.com/track/3GZD6HmiNUhxXYf8Gch723,Hip-Hop,0.913,0.603,8,-4.892,1,0.226,0.0272,0.000503,0.167,0.497,123.061,234093
lil baby,yes indeed,6vN77lE9LK6HP2DewaN6HZ,https://open.spotify.com/artist/5f7VJjfbwm532GiveGC0ZK,https://open.spotify.com/track/6vN77lE9LK6HP2DewaN6HZ,Hip-Hop,0.963,0.346,5,-9.309,0,0.53,0.0355,0.0,0.108,0.562,119.957,142273
childish gambino,les,0YsGMHid6sFq5PcToe3JZE,https://open.spotify.com/artist/73sIBHcqh3Z3NyqHKZ7FOL,https://open.spotify.com/track/0YsGMHid6sFq5PcToe3JZE,Hip-Hop,0.541,0.674,1,-7.04,0,0.0841,0.00649,9.76e-05,0.235,0.123,103.139,317293
nicki minaj,red ruby da sleeze,4ZYAU4A2YBtlNdqOUtc7T2,https://open.spotify.com/artist/0hCNtLu0JehylgoiP8L4Gh,https://open.spotify.com/track/4ZYAU4A2YBtlNdqOUtc7T2,Hip-Hop,0.696,0.733,1,-6.181,1,0.256,0.115,0.0,0.111,0.292,98.355,214445
future,solo,4lH6nENd1y81jp7Yt9lTBX,https://open.spotify.com/artist/1RyvyyTE3xzB2ZywiAwp0i,https://open.spotify.com/track/4lH6nENd1y81jp7Yt9lTBX,Hip-Hop,0.784,0.486,5,-6.497,0,0.0475,0.0538,0.497,0.101,0.0894,110.964,265996
kanye west,father stretch my hands pt. 1,4KW1lqgSr8TKrvBII0Brf8,https://open.spotify.com/artist/5K4W6rqBFWDnAN6FQUkS6x,https://open.spotify.com/track/4KW1lqgSr8TKrvBII0Brf8,Hip-Hop,0.724,0.573,7,-4.113,1,0.0549,0.118,0.0,0.538,0.438,113.088,135920
jay-z,ni**as in paris,4Li2WHPkuyCdtmokzW2007,https://open.spotify.com/artist/3nFkdlSjzX9mRTtwJOzDYB,https://open.spotify.com/track/4Li2WHPkuyCdtmokzW2007,Hip-Hop,0.789,0.858,1,-5.542,1,0.311,0.127,0.0,0.349,0.775,140.022,219333
lil peep,star shopping,6Ox1rvlwEpB49drasQm6RF,https://open.spotify.com/artist/2kCcBybjl3SAtIcwdWpUe3,https://open.spotify.com/track/6Ox1rvlwEpB49drasQm6RF,Hip-Hop,0.538,0.471,4,-9.84,0,0.0955,0.0946,0.0185,0.116,0.307,93.07,142000
"tyler, the creator",best interest,3jHdKaLCkuNEkWcLVmQPCX,https://open.spotify.com/artist/4V8LLVI7PbaPR0K2TGSxFF,https://open.spotify.com/track/3jHdKaLCkuNEkWcLVmQPCX,Hip-Hop,0.596,0.575,11,-8.325,0,0.0514,0.0861,0.000153,0.334,0.34,98.265,127921
frank ocean,novacane,4osgfFTICMkcGbbigdsa53,https://open.spotify.com/artist/2h93pZq0e7k5yf4dywlkpM,https://open.spotify.com/track/4osgfFTICMkcGbbigdsa53,Hip-Hop,0.762,0.508,3,-9.112,1,0.0919,0.0584,0.00126,0.16,0.37,93.51,302347
drake,one dance,1zi7xx7UVEFkmKfv06H8x0,https://open.spotify.com/artist/3TVXtAsR1Inumwj472S9r4,https://open.spotify.com/track/1zi7xx7UVEFkmKfv06H8x0,Hip-Hop,0.792,0.625,1,-5.609,1,0.0536,0.00776,0.0018,0.329,0.37,103.967,173987
eminem,mockingbird,561jH07mF1jHuk7KlaeF0s,https://open.spotify.com/artist/7dGJo4pcD2V6oG8kP0tJRR,https://open.spotify.com/track/561jH07mF1jHuk7KlaeF0s,Hip-Hop,0.637,0.678,0,-3.798,1,0.266,0.209,0.0,0.156,0.254,84.039,250760
eminem,the real slim shady,3yfqSUWxFvZELEM4PmlwIR,https://open.spotify.com/artist/7dGJo4pcD2V6oG8kP0tJRR,https://open.spotify.com/track/3yfqSUWxFvZELEM4PmlwIR,Hip-Hop,0.949,0.661,5,-4.244,0,0.0572,0.0302,0.0,0.0454,0.76,104.504,284200
"tyler, the creator",dogtooth,0judK8TqYfvwUohBngUxrE,https://open.spotify.com/artist/4V8LLVI7PbaPR0K2TGSxFF,https://open.spotify.com/track/0judK8TqYfvwUohBngUxrE,Hip-Hop,0.706,0.648,8,-6.348,1,0.324,0.505,0.0,0.215,0.802,77.533,161041
kendrick lamar,all the stars (with sza),3GCdLUSnKSMJhs4Tj6CV3s,https://open.spotify.com/artist/2YZyLoL8N0Wb9xBt1NhZWg,https://open.spotify.com/track/3GCdLUSnKSMJhs4Tj6CV3s,Hip-Hop,0.698,0.633,8,-4.946,1,0.0597,0.0605,0.000194,0.0926,0.552,96.924,232187
bakar,hell n back,3NRql0A1Ef4RCvT473iqgD,https://open.spotify.com/artist/3K2Srho6NCF3o9MswGR76H,https://open.spotify.com/track/3NRql0A1Ef4RCvT473iqgD,Hip-Hop,0.584,0.684,10,-4.314,0,0.567,0.312,9.05e-05,0.112,0.72,210.164,213573
bizarrap,"shakira: bzrp music sessions, vol. 53",4nrPB8O7Y7wsOCJdgXkthe,https://open.spotify.com/artist/716NhGYqD1jl2wI1Qkgq36,https://open.spotify.com/track/4nrPB8O7Y7wsOCJdgXkthe,Hip-Hop,0.778,0.632,2,-5.6,0,0.0493,0.274,0.0,0.0915,0.498,122.104,218289
kendrick lamar,alright,3iVcZ5G6tvkXZkZKlMpIUs,https://open.spotify.com/artist/2YZyLoL8N0Wb9xBt1NhZWg,https://open.spotify.com/track/3iVcZ5G6tvkXZkZKlMpIUs,Hip-Hop,0.796,0.766,7,-5.974,1,0.238,0.0742,0.0,0.0827,0.558,110.034,219333
metro boomin,niagara falls (foot or 2) [with travis scott & 21 savage],4WuOWVnAqvEQxgSRrspBgt,https://open.spotify.com/artist/0iEtIxbK0KxaSlF7G42ZOp,https://open.spotify.com/track/4WuOWVnAqvEQxgSRrspBgt,Hip-Hop,0.671,0.658,2,-5.567,1,0.309,0.189,8.66e-05,0.147,0.257,87.933,207307
"tyler, the creator",she,0SA0mMXWh23raZ6xzOCU2V,https://open.spotify.com/artist/4V8LLVI7PbaPR0K2TGSxFF,https://open.spotify.com/track/0SA0mMXWh23raZ6xzOCU2V,Hip-Hop,0.35,0.621,8,-6.495,0,0.233,0.256,3.44e-05,0.613,0.459,83.375,253387
eminem,without me,7lQ8MOhq6IN2w8EYcFNSUk,https://open.spotify.com/artist/7dGJo4pcD2V6oG8kP0tJRR,https://open.spotify.com/track/7lQ8MOhq6IN2w8EYcFNSUk,Hip-Hop,0.908,0.669,7,-2.827,1,0.0738,0.00286,0.0,0.237,0.662,112.238,290320
joey bada$$,love is only a feeling,7umZiitjVsEjMQ6HNddpUI,https://open.spotify.com/artist/2P5sC9cVZDToPxyomzF1UH,https://open.spotify.com/track/7umZiitjVsEjMQ6HNddpUI,Hip-Hop,0.629,0.676,1,-7.088,0,0.191,0.53,0.000325,0.701,0.497,90.377,152041
eminem,till i collapse,4xkOaSrkexMciUUogZKVTS,https://open.spotify.com/artist/7dGJo4pcD2V6oG8kP0tJRR,https://open.spotify.com/track/4xkOaSrkexMciUUogZKVTS,Hip-Hop,0.548,0.847,1,-3.237,1,0.186,0.0622,0.0,0.0816,0.1,171.447,297787
meek mill,going bad (feat. drake),2IRZnDFmlqMuOrYOLnZZyc,https://open.spotify.com/artist/20sxb77xiYeusSH8cVdatc,https://open.spotify.com/track/2IRZnDFmlqMuOrYOLnZZyc,Hip-Hop,0.889,0.496,4,-6.365,0,0.0905,0.259,0.0,0.252,0.544,86.003,180522
21 savage,rich nigga shit (feat. young thug),3ruoIF2UnoXdzK8mR61ebq,https://open.spotify.com/artist/1URnnhqYAYcrqrcwql10ft,https://open.spotify.com/track/3ruoIF2UnoXdzK8mR61ebq,Hip-Hop,0.825,0.733,1,-5.625,0,0.0969,0.349,0.0,0.112,0.62,97.974,190331
nf,happy,3ZEno9fORwMA1HPecdLi0R,https://open.spotify.com/artist/6fOMl44jA4Sp5b9PpYCkzz,https://open.spotify.com/track/3ZEno9fORwMA1HPecdLi0R,Hip-Hop,0.732,0.855,7,-4.064,1,0.0415,0.306,0.0,0.12,0.221,106.004,242691
j. cole,m y . l i f e (with 21 savage & morray),1D3z6HTiQsNmZxjl7F7eoG,https://open.spotify.com/artist/6l3HvQ5sa6mXTsMTB19rO5,https://open.spotify.com/track/1D3z6HTiQsNmZxjl7F7eoG,Hip-Hop,0.597,0.587,7,-7.026,0,0.137,0.0622,0.0,0.214,0.0753,140.021,218802
drake,on bs,34tz0eDhGuFErIuW3q4mPX,https://open.spotify.com/artist/3TVXtAsR1Inumwj472S9r4,https://open.spotify.com/track/34tz0eDhGuFErIuW3q4mPX,Hip-Hop,0.841,0.358,9,-8.368,1,0.591,0.0201,0.0,0.39,0.329,158.014,261544
lil wayne,love me,2XHzzp1j4IfTNp1FTn7YFg,https://open.spotify.com/artist/55Aa2cqylxrFIXC767Z865,https://open.spotify.com/track/2XHzzp1j4IfTNp1FTn7YFg,Hip-Hop,0.669,0.634,11,-6.476,1,0.0327,0.0125,0.0,0.0946,0.496,124.906,255053
j. cole,power trip (feat. miguel),2uwnP6tZVVmTovzX5ELooy,https://open.spotify.com/artist/6l3HvQ5sa6mXTsMTB19rO5,https://open.spotify.com/track/2uwnP6tZVVmTovzX5ELooy,Hip-Hop,0.667,0.608,1,-7.054,1,0.216,0.324,0.000198,0.426,0.475,99.992,241160
drake,teenage fever,6n3HGiq4v35D6eFOSwqYuo,https://open.spotify.com/artist/3TVXtAsR1Inumwj472S9r4,https://open.spotify.com/track/6n3HGiq4v35D6eFOSwqYuo,Hip-Hop,0.766,0.283,8,-10.33,0,0.0846,0.111,0.0172,0.115,0.144,97.04,219692
childish gambino,3005,5cc9Zbfp9u10sfJeKZ3h16,https://open.spotify.com/artist/73sIBHcqh3Z3NyqHKZ7FOL,https://open.spotify.com/track/5cc9Zbfp9u10sfJeKZ3h16,Hip-Hop,0.664,0.447,6,-7.272,0,0.289,0.112,0.0,0.091,0.659,83.138,234215
chief keef,love sosa,01Lr5YepbgjXAWR9iOEyH1,https://open.spotify.com/artist/15iVAtD3s3FsQR4w1v6M0P,https://open.spotify.com/track/01Lr5YepbgjXAWR9iOEyH1,Hip-Hop,0.772,0.413,0,-8.193,0,0.089,0.0361,0.0,0.111,0.211,131.965,246213
kanye west,i wonder,7rbECVPkY5UODxoOUVKZnA,https://open.spotify.com/artist/5K4W6rqBFWDnAN6FQUkS6x,https://open.spotify.com/track/7rbECVPkY5UODxoOUVKZnA,Hip-Hop,0.542,0.466,0,-8.665,1,0.0831,0.141,0.000445,0.125,0.124,191.385,243440
outkast,ms. jackson,0I3q5fE6wg7LIfHGngUTnV,https://open.spotify.com/artist/1G9G7WwrXka3Z1r7aIDjI7,https://open.spotify.com/track/0I3q5fE6wg7LIfHGngUTnV,Hip-Hop,0.843,0.806,4,-5.946,0,0.269,0.143,0.0,0.0771,0.613,94.948,270507
playboi carti,sky,29TPjc8wxfz4XMn21O7VsZ,https://open.spotify.com/artist/699OTQXzgjhIYAHMy9RyPD,https://open.spotify.com/track/29TPjc8wxfz4XMn21O7VsZ,Hip-Hop,0.785,0.903,2,-4.184,1,0.21,0.258,0.0,0.169,0.565,139.98,193234
frank ocean,ivy,2ZWlPOoWh0626oTaHrnl2a,https://open.spotify.com/artist/2h93pZq0e7k5yf4dywlkpM,https://open.spotify.com/track/2ZWlPOoWh0626oTaHrnl2a,Hip-Hop,0.575,0.386,9,-9.584,0,0.037,0.785,0.000289,0.229,0.466,116.408,249191
travis scott,goosebumps,6gBFPUFcJLzWGx4lenP6h2,https://open.spotify.com/artist/0Y5tJX1MQlPlqiwlOH1tJY,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2,Hip-Hop,0.841,0.728,7,-3.37,1,0.0484,0.0847,0.0,0.149,0.43,130.049,243837
outkast,hey ya!,2PpruBYCo4H7WOBJ7Q2EwM,https://open.spotify.com/artist/1G9G7WwrXka3Z1r7aIDjI7,https://open.spotify.com/track/2PpruBYCo4H7WOBJ7Q2EwM,Hip-Hop,0.727,0.974,4,-2.261,0,0.0664,0.103,0.000532,0.174,0.965,79.526,235213
drake,god's plan,6DCZcSspjsKoFjzjrWoCdn,https://open.spotify.com/artist/3TVXtAsR1Inumwj472S9r4,https://open.spotify.com/track/6DCZcSspjsKoFjzjrWoCdn,Hip-Hop,0.754,0.449,7,-9.211,1,0.109,0.0332,8.29e-05,0.552,0.357,77.169,198973
jid,surround sound (feat. 21 savage & baby tate),1udwFobQ1JoOdWPQrp2b6u,https://open.spotify.com/artist/6U3ybJ9UHNKEdsH7ktGBZ7,https://open.spotify.com/track/1udwFobQ1JoOdWPQrp2b6u,Hip-Hop,0.575,0.56,5,-7.302,1,0.478,0.173,0.0,0.257,0.471,75.956,229938
