artist_name,track_name,track_id,artist_href,track_href,genre_name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
miley cyrus,flowers,0yLdNVWF3Srea0uzk55zFn,https://open.spotify.com/artist/5YGY8feqx7naU7z4HrwZM6,https://open.spotify.com/track/0yLdNVWF3Srea0uzk55zFn,Pop,0.707,0.681,0,-4.325,1,0.0668,0.0632,5.15e-06,0.0322,0.646,117.999,200455
sza,kill bill,1Qrg8KqiBpW07V7PNxwwwL,https://open.spotify.com/artist/7tYKF4w9nC0nq9CsPZTHyP,https://open.spotify.com/track/1Qrg8KqiBpW07V7PNxwwwL,Pop,0.644,0.735,8,-5.747,1,0.0391,0.0521,0.144,0.161,0.418,88.98,153947
taylor swift,anti-hero,0V3wPSX9ygBnCm8psDIegu,https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02,https://open.spotify.com/track/0V3wPSX9ygBnCm8psDIegu,Pop,0.637,0.643,4,-6.571,1,0.0519,0.13,1.8e-06,0.142,0.533,97.008,200690
drake,search & rescue,7aRCf5cLOFN1U7kvtChY1G,https://open.spotify.com/artist/3TVXtAsR1Inumwj472S9r4,https://open.spotify.com/track/7aRCf5cLOFN1U7kvtChY1G,Pop,0.817,0.44,10,-8.482,0,0.0734,0.0603,1.42e-06,0.33,0.544,142.024,272113
fifty fifty,cupid - twin ver.,7FbrGaHYVDmfr7KoLIZnQ7,https://open.spotify.com/artist/4GJ6xDCF5jaUqD6avOuQT6,https://open.spotify.com/track/7FbrGaHYVDmfr7KoLIZnQ7,Pop,0.783,0.592,11,-8.332,0,0.0331,0.435,4.15e-06,0.347,0.726,120.018,174253
rema,calm down (with selena gomez),0WtM2NBVQNNJLh6scP13H8,https://open.spotify.com/artist/46pWGuE3dSwY3bMMXGBvVS,https://open.spotify.com/track/0WtM2NBVQNNJLh6scP13H8,Pop,0.801,0.806,11,-5.206,1,0.0381,0.382,0.000669,0.114,0.802,106.999,239318
d4vd,romantic homicide,1xK59OXxi2TAAAbmZK0kBL,https://open.spotify.com/artist/5y8tKLUfMvliMe8IKamR32,https://open.spotify.com/track/1xK59OXxi2TAAAbmZK0kBL,Pop,0.571,0.544,6,-10.613,1,0.0299,0.453,0.00805,0.322,0.216,132.052,132631
sza,snooze,4iZ4pt7kvcaH6Yo8UoZ4s2,https://open.spotify.com/artist/7tYKF4w9nC0nq9CsPZTHyP,https://open.spotify.com/track/4iZ4pt7kvcaH6Yo8UoZ4s2,Pop,0.559,0.551,5,-7.231,1,0.132,0.141,0.0,0.11,0.392,143.008,201800
zach bryan,something in the orange,3WMj8moIAXJhHsyLaqIIHI,https://open.spotify.com/artist/40ZNYROS4zLfyyBSs2PGe2,https://open.spotify.com/track/3WMj8moIAXJhHsyLaqIIHI,Pop,0.369,0.192,4,-12.151,0,0.04,0.555,8.35e-06,0.0954,0.148,175.212,228013
taylor swift,cruel summer,1BxfuPKGuaTgP7aM0Bbdwr,https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02,https://open.spotify.com/track/1BxfuPKGuaTgP7aM0Bbdwr,Pop,0.552,0.702,9,-5.707,1,0.157,0.117,2.06e-05,0.105,0.564,169.994,178427
drake,rich flex,1bDbXMyjaUIooNwFE9wn0N,https://open.spotify.com/artist/3TVXtAsR1Inumwj472S9r4,https://open.spotify.com/track/1bDbXMyjaUIooNwFE9wn0N,Pop,0.561,0.52,11,-9.342,0,0.244,0.0503,1.86e-06,0.355,0.424,153.15,239360
d4vd,here with me,78Sw5GDo6AlGwTwanjXbGh,https://open.spotify.com/artist/5y8tKLUfMvliMe8IKamR32,https://open.spotify.com/track/78Sw5GDo6AlGwTwanjXbGh,Pop,0.574,0.469,4,-8.209,1,0.0254,0.534,9.21e-05,0.128,0.288,132.023,242485
bailey zimmerman,rock and a hard place,4686eQ81DEswHa90bcdlC9,https://open.spotify.com/artist/3win9vGIxFfBRag9S63wwf,https://open.spotify.com/track/4686eQ81DEswHa90bcdlC9,Pop,0.582,0.568,1,-7.3,1,0.0275,0.577,0.0,0.105,0.394,121.991,207541
the weeknd,die for you - remix,7oDd86yk8itslrA9HRP2ki,https://open.spotify.com/artist/1Xyo4u8uXC1ZmMpatF05PJ,https://open.spotify.com/track/7oDd86yk8itslrA9HRP2ki,Pop,0.531,0.525,1,-6.5,0,0.0671,0.232,0.0,0.441,0.502,66.9,232857
taylor swift,all of the girls you loved before,4P9Q0GojKVXpRTJCaL3kyy,https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02,https://open.spotify.com/track/4P9Q0GojKVXpRTJCaL3kyy,Pop,0.718,0.467,2,-9.66,1,0.0398,0.707,6.92e-05,0.126,0.396,95.96,221407
labrinth,never felt so alone,2NbsBSshscKIPRG3kwBbfo,https://open.spotify.com/artist/2feDdbD5araYcm6JhFHHw7,https://open.spotify.com/track/2NbsBSshscKIPRG3kwBbfo,Pop,0.436,0.409,5,-4.438,1,0.0533,0.499,0.000166,0.38,0.363,98.357,160166
taylor swift,lavender haze,5jQI2r1RdgtuT8S3iG8zFC,https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02,https://open.spotify.com/track/5jQI2r1RdgtuT8S3iG8zFC,Pop,0.733,0.436,10,-10.489,1,0.08,0.258,0.000573,0.157,0.0976,96.985,202396
lizzy mcalpine,ceilings,2L9N0zZnd37dwF0clgxMGI,https://open.spotify.com/artist/1GmsPCcpKgF9OhlNXjOsbS,https://open.spotify.com/track/2L9N0zZnd37dwF0clgxMGI,Pop,0.516,0.322,9,-11.762,1,0.0292,0.473,0.00194,0.215,0.261,148.005,182888
taylor swift,don’t blame me,1R0a2iXumgCiFb7HEZ7gUE,https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02,https://open.spotify.com/track/1R0a2iXumgCiFb7HEZ7gUE,Pop,0.615,0.534,9,-6.719,0,0.0386,0.106,1.76e-05,0.0607,0.193,135.917,236413
onerepublic,i ain't worried,4h9wh7iOZ0GGn8QVp4RAOB,https://open.spotify.com/artist/5Pwc4xIPtQLFEnJriah9YJ,https://open.spotify.com/track/4h9wh7iOZ0GGn8QVp4RAOB,Pop,0.704,0.797,0,-5.927,1,0.0475,0.0826,0.000745,0.0546,0.825,139.994,148486
sza,low,2GAhgAjOhEmItWLfgisyOn,https://open.spotify.com/artist/7tYKF4w9nC0nq9CsPZTHyP,https://open.spotify.com/track/2GAhgAjOhEmItWLfgisyOn,Pop,0.698,0.546,0,-7.234,0,0.0559,0.425,0.00314,0.16,0.335,145.044,181080
david guetta,i'm good (blue),4uUG5RXrOk84mYEfFvj3cK,https://open.spotify.com/artist/1Cs0zKBU1kc0i8ypK3B9ai,https://open.spotify.com/track/4uUG5RXrOk84mYEfFvj3cK,Pop,0.561,0.965,7,-3.673,0,0.0343,0.00383,7.07e-06,0.371,0.304,128.04,175238
post malone,chemical,5w40ZYhbBMAlHYNDaVJIUu,https://open.spotify.com/artist/246dkjvS1zLTtiykXe5h60,https://open.spotify.com/track/5w40ZYhbBMAlHYNDaVJIUu,Pop,0.498,0.897,2,-4.907,1,0.045,0.00136,0.0,0.118,0.373,169.902,184013
rosalía,beso,609E1JCInJncactoMmkDon,https://open.spotify.com/artist/7ltDVBr6mKbRvohxheJ9h1,https://open.spotify.com/track/609E1JCInJncactoMmkDon,Pop,0.768,0.644,5,-6.671,0,0.136,0.736,0.000837,0.173,0.53,95.05,194543
jvke,golden hour,5odlY52u43F5BjByhxg7wg,https://open.spotify.com/artist/164Uj4eKjl6zTBKfJLFKKK,https://open.spotify.com/track/5odlY52u43F5BjByhxg7wg,Pop,0.515,0.593,4,-4.801,1,0.0322,0.653,0.162,0.25,0.153,94.467,209260
beach house,space song,7H0ya83CMmgFcOhw0UB6ow,https://open.spotify.com/artist/56ZTgzPBDge0OvCGgMO3OY,https://open.spotify.com/track/7H0ya83CMmgFcOhw0UB6ow,Pop,0.508,0.792,0,-7.311,0,0.0297,0.229,0.124,0.145,0.601,147.067,320467
the weeknd,die for you,2LBqCSwhJGcFQeTHMVGwy3,https://open.spotify.com/artist/1Xyo4u8uXC1ZmMpatF05PJ,https://open.spotify.com/track/2LBqCSwhJGcFQeTHMVGwy3,Pop,0.586,0.525,1,-7.163,0,0.0615,0.111,0.0,0.134,0.508,133.629,260253
drake,jimmy cooks (feat. 21 savage),3F5CgOj3wFlRv51JsHbxhe,https://open.spotify.com/artist/3TVXtAsR1Inumwj472S9r4,https://open.spotify.com/track/3F5CgOj3wFlRv51JsHbxhe,Pop,0.529,0.673,0,-4.711,1,0.175,0.000307,2.41e-06,0.093,0.366,165.921,218365
newjeans,omg,65FftemJ1DbbZ45DUfHJXE,https://open.spotify.com/artist/6HvZYsbFfjnjFrWF950C9d,https://open.spotify.com/track/65FftemJ1DbbZ45DUfHJXE,Pop,0.804,0.771,9,-4.067,0,0.0433,0.357,3.07e-06,0.108,0.739,126.956,212253
the weeknd,starboy,7MXVkk9YMctZqd1Srtv4MB,https://open.spotify.com/artist/1Xyo4u8uXC1ZmMpatF05PJ,https://open.spotify.com/track/7MXVkk9YMctZqd1Srtv4MB,Pop,0.679,0.587,7,-7.015,1,0.276,0.141,6.35e-06,0.137,0.486,186.003,230453
the weeknd,double fantasy (with future),4VMRsbfZzd3SfQtaJ1Wpwi,https://open.spotify.com/artist/1Xyo4u8uXC1ZmMpatF05PJ,https://open.spotify.com/track/4VMRsbfZzd3SfQtaJ1Wpwi,Pop,0.6,0.567,9,-7.269,0,0.033,0.00621,8.73e-06,0.495,0.0951,119.043,268235
harry styles,as it was,4LRPiXqCikLlN15c3yImP7,https://open.spotify.com/artist/6KImCVD70vtIoJWnq6nGn3,https://open.spotify.com/track/4LRPiXqCikLlN15c3yImP7,Pop,0.52,0.731,6,-5.338,0,0.0557,0.342,0.00101,0.311,0.662,173.93,167303
the neighbourhood,sweater weather,2QjOHCTQ1Jl3zawyYOpxh6,https://open.spotify.com/artist/77SW9BnxLY8rJ0RciFqkHh,https://open.spotify.com/track/2QjOHCTQ1Jl3zawyYOpxh6,Pop,0.612,0.807,10,-2.81,1,0.0336,0.0495,0.0177,0.101,0.398,124.053,240400
sam smith,unholy (feat. kim petras),3nqQXoyQOWXiESFLlDF1hG,https://open.spotify.com/artist/2wY79sveU1sp5g7SokKOiI,https://open.spotify.com/track/3nqQXoyQOWXiESFLlDF1hG,Pop,0.714,0.472,2,-7.375,1,0.0864,0.013,4.51e-06,0.266,0.238,131.121,156943
sabrina carpenter,nonsense,6dgUya35uo964z7GZXM07g,https://open.spotify.com/artist/74KM79TiuVKeVCqs8QtB0B,https://open.spotify.com/track/6dgUya35uo964z7GZXM07g,Pop,0.74,0.697,8,-4.912,1,0.034,0.0268,0.0,0.224,0.732,138.992,163648
cigarettes after sex,apocalypse,3AVrVz5rK8Hrqo9YGiVGN5,https://open.spotify.com/artist/1QAJqy2dA3ihHBFIHRphZj,https://open.spotify.com/track/3AVrVz5rK8Hrqo9YGiVGN5,Pop,0.369,0.467,5,-9.018,1,0.0274,0.0194,0.46,0.109,0.174,94.473,290147
taylor swift,blank space,1p80LdxRV74UKvL8gnD7ky,https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02,https://open.spotify.com/track/1p80LdxRV74UKvL8gnD7ky,Pop,0.753,0.678,5,-5.421,1,0.0644,0.085,1.64e-06,0.13,0.583,96.006,231827
becky g,chanel,5RcxRGvmYai7kpFSfxe5GY,https://open.spotify.com/artist/4obzFoKoKRHIphyHzJ35G3,https://open.spotify.com/track/5RcxRGvmYai7kpFSfxe5GY,Pop,0.852,0.675,2,-5.738,1,0.0363,0.397,0.00317,0.0905,0.528,132.005,201993
taylor swift,cardigan,4R2kfaDFhslZEMJqAFNpdd,https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02,https://open.spotify.com/track/4R2kfaDFhslZEMJqAFNpdd,Pop,0.613,0.581,0,-8.588,0,0.0424,0.537,0.000345,0.25,0.551,130.033,239560
sza,kill bill (feat. doja cat),0CrcwVLUe8wzLUIXgjXVZJ,https://open.spotify.com/artist/7tYKF4w9nC0nq9CsPZTHyP,https://open.spotify.com/track/0CrcwVLUe8wzLUIXgjXVZJ,Pop,0.629,0.744,5,-6.124,0,0.0409,0.0769,0.247,0.194,0.451,89.021,175837
taylor swift,karma,7KokYm8cMIXCsGVmUvKtqf,https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02,https://open.spotify.com/track/7KokYm8cMIXCsGVmUvKtqf,Pop,0.642,0.62,8,-7.091,1,0.0666,0.0734,0.0,0.483,0.0969,90.02,204852
the weeknd,the hills,7fBv7CLKzipRk6EC6TWHOB,https://open.spotify.com/artist/1Xyo4u8uXC1ZmMpatF05PJ,https://open.spotify.com/track/7fBv7CLKzipRk6EC6TWHOB,Pop,0.585,0.564,0,-7.063,0,0.0515,0.0671,0.0,0.135,0.137,113.003,242253
the weeknd,blinding lights,0VjIjW4GlUZAMYd2vXMi3b,https://open.spotify.com/artist/1Xyo4u8uXC1ZmMpatF05PJ,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b,Pop,0.514,0.73,1,-5.934,1,0.0598,0.00146,9.54e-05,0.0897,0.334,171.005,200040
harry styles,late night talking,1qEmFfgcLObUfQm0j1W2CK,https://open.spotify.com/artist/6KImCVD70vtIoJWnq6nGn3,https://open.spotify.com/track/1qEmFfgcLObUfQm0j1W2CK,Pop,0.714,0.728,10,-4.595,1,0.0468,0.298,0.0,0.106,0.901,114.996,177955
drake,spin bout u,2ZL7WZcjuYKi1KUDtp4kCC,https://open.spotify.com/artist/3TVXtAsR1Inumwj472S9r4,https://open.spotify.com/track/2ZL7WZcjuYKi1KUDtp4kCC,Pop,0.773,0.701,7,-6.386,1,0.0512,0.01,0.0,0.163,0.203,129.963,214589
taylor swift,lover,1dGr1c8CrMLDpV6mPbImSI,https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02,https://open.spotify.com/track/1dGr1c8CrMLDpV6mPbImSI,Pop,0.359,0.543,7,-7.582,1,0.0919,0.492,1.58e-05,0.118,0.453,68.534,221307
taylor swift,enchanted,10eBRyImhfqVvkiVEGf0N0,https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02,https://open.spotify.com/track/10eBRyImhfqVvkiVEGf0N0,Pop,0.455,0.623,8,-3.878,1,0.0288,0.0739,0.000424,0.146,0.208,163.893,352187
taylor swift,style,4lIxdJw6W3Fg4vUIYCB0S5,https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02,https://open.spotify.com/track/4lIxdJw6W3Fg4vUIYCB0S5,Pop,0.598,0.786,2,-5.572,1,0.0383,0.00253,0.0016,0.117,0.456,95.019,231000
glass animals,heat waves,3USxtqRwSYz57Ewm6wWRMp,https://open.spotify.com/artist/4yvcSjfu4PC0CYQyLy4wSq,https://open.spotify.com/track/3USxtqRwSYz57Ewm6wWRMp,Pop,0.761,0.525,11,-6.9,1,0.0944,0.44,6.7e-06,0.0921,0.531,80.87,238805
post malone,i like you (a happier song) (with doja cat),0O6u0VJ46W86TxN9wgyqDj,https://open.spotify.com/artist/246dkjvS1zLTtiykXe5h60,https://open.spotify.com/track/0O6u0VJ46W86TxN9wgyqDj,Pop,0.733,0.67,5,-6.009,1,0.0751,0.121,0.0,0.121,0.472,100.964,192841
jimin,like crazy (english version),0u8rZGtXJrLtiSe34FPjGG,https://open.spotify.com/artist/1oSPZhvZMIrWW5I41kPkkY,https://open.spotify.com/track/0u8rZGtXJrLtiSe34FPjGG,Pop,0.623,0.755,7,-5.386,1,0.0415,0.00306,0.0,0.387,0.32,119.957,212254
nicki minaj,red ruby da sleeze,4ZYAU4A2YBtlNdqOUtc7T2,https://open.spotify.com/artist/0hCNtLu0JehylgoiP8L4Gh,https://open.spotify.com/track/4ZYAU4A2YBtlNdqOUtc7T2,Pop,0.696,0.733,1,-6.181,1,0.256,0.115,0.0,0.111,0.292,98.355,214445
beyoncé,cuff it,1xzi1Jcr7mEi9K2RfzLOqS,https://open.spotify.com/artist/6vWDO969PvNqNYHIOW5v0m,https://open.spotify.com/track/1xzi1Jcr7mEi9K2RfzLOqS,Pop,0.78,0.689,7,-5.668,1,0.141,0.0368,9.69e-06,0.0698,0.642,115.042,225389
kali uchis,moonlight,0JmnkIqdlnUzPaf8sqBRs3,https://open.spotify.com/artist/1U1el3k54VvEUzo3ybLPlM,https://open.spotify.com/track/0JmnkIqdlnUzPaf8sqBRs3,Pop,0.642,0.706,7,-6.872,0,0.052,0.518,0.0,0.25,0.896,136.851,187723
tears for fears,everybody wants to rule the world,4RvWPyQ5RL0ao9LPZeSouE,https://open.spotify.com/artist/4bthk9UfsYUYdcFyqxmSUU,https://open.spotify.com/track/4RvWPyQ5RL0ao9LPZeSouE,Pop,0.645,0.795,7,-12.095,1,0.0527,0.347,0.00389,0.104,0.535,112.067,251489
meghan trainor,made you look,0QHEIqNKsMoOY5urbzN48u,https://open.spotify.com/artist/6JL8zeS1NmiOftqZTRgdTz,https://open.spotify.com/track/0QHEIqNKsMoOY5urbzN48u,Pop,0.838,0.525,10,-3.562,1,0.0665,0.345,1.92e-06,0.0771,0.884,144.981,134256
raye,escapism.,5mHdCZtVyb4DcJw8799hZp,https://open.spotify.com/artist/5KKpBU5eC2tJDzf0wmlRp2,https://open.spotify.com/track/5mHdCZtVyb4DcJw8799hZp,Pop,0.538,0.742,2,-5.355,1,0.114,0.138,4.67e-05,0.0934,0.25,96.107,272373
the weeknd,i was never there,1cKHdTo9u0ZymJdPGSh6nq,https://open.spotify.com/artist/1Xyo4u8uXC1ZmMpatF05PJ,https://open.spotify.com/track/1cKHdTo9u0ZymJdPGSh6nq,Pop,0.323,0.737,10,-4.008,1,0.0338,0.142,0.000162,0.163,0.155,113.26,241067
the weeknd,call out my name,09mEdoA6zrmBPgTEN5qXmN,https://open.spotify.com/artist/1Xyo4u8uXC1ZmMpatF05PJ,https://open.spotify.com/track/09mEdoA6zrmBPgTEN5qXmN,Pop,0.461,0.593,1,-4.954,1,0.0356,0.17,0.0,0.307,0.175,134.17,228373
taylor swift,christmas tree farm,0LvUbZrVGm9pqd1zlXeCIt,https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02,https://open.spotify.com/track/0LvUbZrVGm9pqd1zlXeCIt,Pop,0.599,0.681,7,-4.5,1,0.0331,0.0593,0.0,0.324,0.453,133.995,228027
taylor swift,the man,3RauEVgRgj1IuWdJ9fDs70,https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02,https://open.spotify.com/track/3RauEVgRgj1IuWdJ9fDs70,Pop,0.777,0.658,0,-5.191,1,0.054,0.0767,0.0,0.0901,0.633,110.048,190360
feid,classy 101,6XSqqQIy7Lm7SnwxS4NrGx,https://open.spotify.com/artist/2LRoIwlKmHjgvigdNGBHNo,https://open.spotify.com/track/6XSqqQIy7Lm7SnwxS4NrGx,Pop,0.859,0.658,11,-4.79,1,0.159,0.145,0.0,0.12,0.672,100.065,195987
taylor swift,midnight rain,3rWDp9tBPQR9z6U5YyRSK4,https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02,https://open.spotify.com/track/3rWDp9tBPQR9z6U5YyRSK4,Pop,0.643,0.363,0,-11.738,1,0.0767,0.69,5.17e-05,0.115,0.23,139.865,174783
kali uchis,"after the storm (feat. tyler, the creator & bootsy collins)",1otG6j1WHNvl9WgXLWkHTo,https://open.spotify.com/artist/1U1el3k54VvEUzo3ybLPlM,https://open.spotify.com/track/1otG6j1WHNvl9WgXLWkHTo,Pop,0.702,0.659,4,-6.766,0,0.13,0.301,0.00201,0.218,0.843,79.64,207455
zach bryan,heading south,2Dct3GykKZ58hpWRFfe2Qd,https://open.spotify.com/artist/40ZNYROS4zLfyyBSs2PGe2,https://open.spotify.com/track/2Dct3GykKZ58hpWRFfe2Qd,Pop,0.68,0.246,4,-14.112,1,0.058,0.783,0.0,0.106,0.388,110.23,171693
megan moroney,tennessee orange,3fl4zil6HJ0N1FL3YIRwdC,https://open.spotify.com/artist/5Ppie0uPnbnvGBYRwYmlt0,https://open.spotify.com/track/3fl4zil6HJ0N1FL3YIRwdC,Pop,0.38,0.488,9,-6.637,1,0.029,0.126,7.23e-06,0.115,0.268,156.031,223120
sza,shirt,2wSTnntOPRi7aQneobFtU4,https://open.spotify.com/artist/7tYKF4w9nC0nq9CsPZTHyP,https://open.spotify.com/track/2wSTnntOPRi7aQneobFtU4,Pop,0.848,0.512,3,-7.72,0,0.102,0.228,0.00232,0.0879,0.572,120.009,181840
vance joy,riptide,3JvrhDOgAt6p7K8mDyZwRd,https://open.spotify.com/artist/10exVja0key0uqUkk6LJRT,https://open.spotify.com/track/3JvrhDOgAt6p7K8mDyZwRd,Pop,0.484,0.731,1,-6.694,1,0.0379,0.431,0.0,0.151,0.51,101.654,204280
miley cyrus,party in the u.s.a.,5Q0Nhxo0l2bP3pNjpGJwV1,https://open.spotify.com/artist/5YGY8feqx7naU7z4HrwZM6,https://open.spotify.com/track/5Q0Nhxo0l2bP3pNjpGJwV1,Pop,0.652,0.698,10,-4.667,0,0.042,0.00112,0.000115,0.0886,0.47,96.021,202067
the weeknd,heartless,6bnF93Rx87YqUBLSgjiMU8,https://open.spotify.com/artist/1Xyo4u8uXC1ZmMpatF05PJ,https://open.spotify.com/track/6bnF93Rx87YqUBLSgjiMU8,Pop,0.537,0.746,10,-5.507,0,0.15,0.0236,1.01e-06,0.156,0.252,170.062,198267
kali uchis,telepatía,6tDDoYIxWvMLTdKpjFkc1B,https://open.spotify.com/artist/1U1el3k54VvEUzo3ybLPlM,https://open.spotify.com/track/6tDDoYIxWvMLTdKpjFkc1B,Pop,0.653,0.524,11,-9.016,0,0.0502,0.112,0.0,0.203,0.553,83.97,160191
jimin,like crazy,3Ua0m0YmEjrMi9XErKcNiR,https://open.spotify.com/artist/1oSPZhvZMIrWW5I41kPkkY,https://open.spotify.com/track/3Ua0m0YmEjrMi9XErKcNiR,Pop,0.629,0.733,7,-5.445,1,0.0419,0.0025,0.0,0.357,0.362,120.001,212241
bailey zimmerman,fall in love,5gVCfYmQRPy1QJifP8f5gg,https://open.spotify.com/artist/3win9vGIxFfBRag9S63wwf,https://open.spotify.com/track/5gVCfYmQRPy1QJifP8f5gg,Pop,0.524,0.643,9,-6.055,1,0.0297,0.451,0.0,0.221,0.397,135.962,232059
diplo,heartless (feat. morgan wallen),3FU6urUVsgXa6RBuV2PdRk,https://open.spotify.com/artist/5fMUXHkw8R8eOP2RNVYEZX,https://open.spotify.com/track/3FU6urUVsgXa6RBuV2PdRk,Pop,0.765,0.556,11,-6.417,1,0.0512,0.275,0.0,0.0824,0.274,111.033,169227
taylor swift,delicate,6NFyWDv5CjfwuzoCkw47Xf,https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02,https://open.spotify.com/track/6NFyWDv5CjfwuzoCkw47Xf,Pop,0.75,0.404,9,-10.178,0,0.0682,0.216,0.000357,0.0911,0.0499,95.045,232253
rihanna,needed me,4pAl7FkDMNBsjykPXo91B3,https://open.spotify.com/artist/5pKCCKE2ajJHZ9KAiaK11H,https://open.spotify.com/track/4pAl7FkDMNBsjykPXo91B3,Pop,0.671,0.314,5,-8.091,0,0.244,0.11,0.0,0.0825,0.296,110.898,191600
post malone,circles,21jGcNKet2qwijlDFuPiPb,https://open.spotify.com/artist/246dkjvS1zLTtiykXe5h60,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb,Pop,0.695,0.762,0,-3.497,1,0.0395,0.192,0.00244,0.0863,0.553,120.042,215280
coldplay,viva la vida,1mea3bSkSGXuIRvnydlB5b,https://open.spotify.com/artist/4gzpq5DPGxSnKTe4SA8HAU,https://open.spotify.com/track/1mea3bSkSGXuIRvnydlB5b,Pop,0.486,0.617,5,-7.115,0,0.0287,0.0954,3.23e-06,0.109,0.417,138.015,242373
taylor swift,all too well (10 minute version) (taylor's version) (from the vault),5enxwA8aAbwZbf5qCHORXi,https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02,https://open.spotify.com/track/5enxwA8aAbwZbf5qCHORXi,Pop,0.631,0.518,0,-8.771,1,0.0303,0.274,0.0,0.088,0.205,93.023,613027
bizarrap,"shakira: bzrp music sessions, vol. 53",4nrPB8O7Y7wsOCJdgXkthe,https://open.spotify.com/artist/716NhGYqD1jl2wI1Qkgq36,https://open.spotify.com/track/4nrPB8O7Y7wsOCJdgXkthe,Pop,0.778,0.632,2,-5.6,0,0.0493,0.274,0.0,0.0915,0.498,122.104,218289
taylor swift,getaway car,0VE4kBnHJUgtMf0dy6DRmW,https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02,https://open.spotify.com/track/0VE4kBnHJUgtMf0dy6DRmW,Pop,0.562,0.689,2,-6.745,1,0.127,0.00465,2.23e-06,0.0888,0.351,172.054,233627
taylor swift,august,3hUxzQpSfdDqwM3ZTFQY0K,https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02,https://open.spotify.com/track/3hUxzQpSfdDqwM3ZTFQY0K,Pop,0.532,0.623,5,-9.208,1,0.0331,0.538,7.28e-05,0.0925,0.403,89.937,261923
lewis capaldi,someone you loved,7qEHsqek33rTcFNT9PFqLf,https://open.spotify.com/artist/4GNC7GD6oZMSxPGyXy4MNB,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf,Pop,0.501,0.405,1,-5.679,1,0.0319,0.751,0.0,0.105,0.446,109.891,182161
bruno mars,just the way you are,7BqBn9nzAq8spo5e7cZ0dJ,https://open.spotify.com/artist/0du5cEVh5yTK9QJze8zA0C,https://open.spotify.com/track/7BqBn9nzAq8spo5e7cZ0dJ,Pop,0.635,0.841,5,-5.379,1,0.0422,0.0134,0.0,0.0622,0.424,109.021,220734
bruno mars,when i was your man,0nJW01T7XtvILxQgC5J7Wh,https://open.spotify.com/artist/0du5cEVh5yTK9QJze8zA0C,https://open.spotify.com/track/0nJW01T7XtvILxQgC5J7Wh,Pop,0.612,0.28,0,-8.648,1,0.0434,0.932,0.0,0.088,0.387,72.795,213827
billie eilish,lovely (with khalid),0u2P5u6lvoDfwTYjAADbn4,https://open.spotify.com/artist/6qqNVTkY8uBg9cP3Jd7DAH,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4,Pop,0.351,0.296,4,-10.109,0,0.0333,0.934,0.0,0.095,0.12,115.284,200186
the weeknd,stargirl interlude,5gDWsRxpJ2lZAffh5p7K0w,https://open.spotify.com/artist/1Xyo4u8uXC1ZmMpatF05PJ,https://open.spotify.com/track/5gDWsRxpJ2lZAffh5p7K0w,Pop,0.715,0.47,5,-12.638,0,0.0772,0.353,0.0923,0.104,0.426,89.965,111627
jisoo,flower,69CrOS7vEHIrhC2ILyEi0s,https://open.spotify.com/artist/6UZ0ba50XreR4TM8u322gs,https://open.spotify.com/track/69CrOS7vEHIrhC2ILyEi0s,Pop,0.841,0.384,9,-7.684,0,0.0351,0.0236,2.28e-06,0.0735,0.597,123.961,173134
yot club,ykwim?,2vWBUC9djv6BtiGlmKiQaH,https://open.spotify.com/artist/6FugQjLquBF4JzATRN70bR,https://open.spotify.com/track/2vWBUC9djv6BtiGlmKiQaH,Pop,0.372,0.537,9,-7.623,1,0.0305,0.937,0.873,0.287,0.228,123.735,212750
jimmy eat world,the middle,6GG73Jik4jUlQCkKg9JuGO,https://open.spotify.com/artist/3Ayl7mCk0nScecqOzvNp6s,https://open.spotify.com/track/6GG73Jik4jUlQCkKg9JuGO,Pop,0.643,0.849,2,-5.428,1,0.0526,0.0371,0.0,0.058,0.903,162.152,165853
